xcoord,ycoord,HABITAT,Value
577042.1517,1528378.265,0,0
576462.1517,1473278.265,0,0
576462.1517,1472698.265,0,0
576462.1517,1476758.265,0,0
576462.1517,1476178.265,0,0
576462.1517,1470958.265,0,0
576462.1517,1470378.265,0,0
577042.1517,1524318.265,0,0
577042.1517,1523738.265,0,0
577042.1517,1527798.265,0,0
577042.1517,1527218.265,0,0
576462.1517,1472118.265,0,0
576462.1517,1471538.265,0,0
577042.1517,1525478.265,0,0
577042.1517,1524898.265,0,0
577622.1517,1477338.265,0,0
577622.1517,1484878.265,0,0
577622.1517,1476178.265,0,0
577622.1517,1477918.265,0,0
577622.1517,1485458.265,0,0
577622.1517,1486618.265,0,0
577622.1517,1480818.265,0,0
577622.1517,1486038.265,0,0
577622.1517,1472118.265,0,0
577622.1517,1471538.265,0,0
577622.1517,1475598.265,0,0
577622.1517,1475018.265,0,0
577622.1517,1478498.265,0,0
577622.1517,1476758.265,0,0
577622.1517,1473278.265,0,0
577622.1517,1472698.265,0,0
577622.1517,1470958.265,0,0
577622.1517,1470378.265,0,0
577622.1517,1469798.265,0,0
578202.1517,1528378.265,0,0
578202.1517,1527798.265,0,0
578202.1517,1527218.265,0,0
578202.1517,1526638.265,0,0
578202.1517,1526058.265,0,0
578202.1517,1525478.265,0,0
578202.1517,1524898.265,0,0
578202.1517,1524318.265,0,0
578202.1517,1523738.265,0,0
578202.1517,1523158.265,0,0
578202.1517,1522578.265,0,0
578202.1517,1521998.265,0,0
578202.1517,1521418.265,0,0
578202.1517,1520838.265,0,0
578202.1517,1520258.265,0,0
578202.1517,1519678.265,0,0
578202.1517,1519098.265,0,0
578202.1517,1518518.265,0,0
578202.1517,1517938.265,0,0
578202.1517,1517358.265,0,0
578202.1517,1516778.265,0,0
577042.1517,1472118.265,0,0
577042.1517,1471538.265,0,0
577042.1517,1470958.265,0,0
577042.1517,1470378.265,0,0
577042.1517,1469798.265,0,0
577622.1517,1528378.265,0,0
577622.1517,1527798.265,0,0
577622.1517,1527218.265,0,0
577622.1517,1526638.265,0,0
577622.1517,1526058.265,0,0
577622.1517,1525478.265,0,0
577622.1517,1524898.265,0,0
577622.1517,1524318.265,0,0
577622.1517,1523738.265,0,0
577622.1517,1523158.265,0,0
577622.1517,1522578.265,0,0
577622.1517,1521998.265,0,0
577622.1517,1521418.265,0,0
577622.1517,1520838.265,0,0
577622.1517,1520258.265,0,0
577622.1517,1519678.265,0,0
577622.1517,1519098.265,0,0
577622.1517,1518518.265,0,0
577622.1517,1517938.265,0,0
575302.1517,1473858.265,0,0
575302.1517,1475598.265,0,0
575882.1517,1527218.265,0,0
575302.1517,1474438.265,0,0
575302.1517,1471538.265,0,0
575302.1517,1473278.265,0,0
575302.1517,1475018.265,0,0
575302.1517,1472118.265,0,0
575882.1517,1528378.265,0,0
575302.1517,1470958.265,0,0
575882.1517,1522578.265,0,0
575302.1517,1469798.265,0,0
575882.1517,1526058.265,0,0
575882.1517,1527798.265,0,0
575302.1517,1470378.265,0,0
575882.1517,1526638.265,0,0
575882.1517,1523738.265,0,0
575882.1517,1525478.265,0,0
575882.1517,1517938.265,0,0
575882.1517,1524318.265,0,0
575882.1517,1521418.265,0,0
575882.1517,1523158.265,0,0
575882.1517,1524898.265,0,0
575882.1517,1521998.265,0,0
575882.1517,1519098.265,0,0
575882.1517,1520838.265,0,0
575882.1517,1513298.265,0,0
575882.1517,1519678.265,0,0
575882.1517,1516778.265,0,0
575882.1517,1518518.265,0,0
575882.1517,1520258.265,0,0
575882.1517,1517358.265,0,0
575882.1517,1514458.265,0,0
575882.1517,1516198.265,0,0
575882.1517,1510978.265,0,0
575882.1517,1515038.265,0,0
575882.1517,1512138.265,0,0
575882.1517,1513878.265,0,0
575882.1517,1515618.265,0,0
575882.1517,1512718.265,0,0
575302.1517,1516778.265,0,0
575302.1517,1513878.265,0,0
575302.1517,1515618.265,0,0
575302.1517,1517358.265,0,0
575302.1517,1514458.265,0,0
575882.1517,1511558.265,0,0
575302.1517,1513298.265,0,0
575302.1517,1515038.265,0,0
575302.1517,1490678.265,0,0
575302.1517,1511558.265,0,0
575302.1517,1487198.265,0,0
575302.1517,1486618.265,0,0
575302.1517,1512138.265,0,0
575302.1517,1516198.265,0,0
575302.1517,1510978.265,0,0
575302.1517,1512718.265,0,0
575302.1517,1481398.265,0,0
575302.1517,1480818.265,0,0
575302.1517,1483718.265,0,0
575302.1517,1484298.265,0,0
575302.1517,1487778.265,0,0
575302.1517,1486038.265,0,0
575302.1517,1482558.265,0,0
575302.1517,1481978.265,0,0
576462.1517,1519098.265,0,0
576462.1517,1516198.265,0,0
576462.1517,1517938.265,0,0
576462.1517,1519678.265,0,0
576462.1517,1516778.265,0,0
576462.1517,1523158.265,0,0
576462.1517,1515618.265,0,0
576462.1517,1517358.265,0,0
576462.1517,1514458.265,0,0
576462.1517,1511558.265,0,0
576462.1517,1513298.265,0,0
576462.1517,1515038.265,0,0
576462.1517,1512138.265,0,0
576462.1517,1518518.265,0,0
576462.1517,1510978.265,0,0
576462.1517,1512718.265,0,0
575882.1517,1484298.265,0,0
575882.1517,1486038.265,0,0
575882.1517,1487778.265,0,0
575882.1517,1484878.265,0,0
575882.1517,1490678.265,0,0
576462.1517,1513878.265,0,0
575882.1517,1485458.265,0,0
575882.1517,1491258.265,0,0
575882.1517,1481978.265,0,0
575882.1517,1483718.265,0,0
575882.1517,1476178.265,0,0
575882.1517,1482558.265,0,0
575882.1517,1487198.265,0,0
575882.1517,1486618.265,0,0
575882.1517,1483138.265,0,0
575882.1517,1481398.265,0,0
575882.1517,1477338.265,0,0
575882.1517,1479078.265,0,0
575882.1517,1471538.265,0,0
575882.1517,1477918.265,0,0
575882.1517,1475018.265,0,0
575882.1517,1476758.265,0,0
575882.1517,1478498.265,0,0
575882.1517,1475598.265,0,0
575882.1517,1472698.265,0,0
575882.1517,1474438.265,0,0
576462.1517,1526058.265,0,0
575882.1517,1473278.265,0,0
575882.1517,1470378.265,0,0
575882.1517,1472118.265,0,0
575882.1517,1473858.265,0,0
575882.1517,1470958.265,0,0
576462.1517,1527218.265,0,0
575882.1517,1469798.265,0,0
575302.1517,1477338.265,0,0
576462.1517,1527798.265,0,0
576462.1517,1524898.265,0,0
576462.1517,1526638.265,0,0
576462.1517,1528378.265,0,0
576462.1517,1525478.265,0,0
575302.1517,1478498.265,0,0
575302.1517,1480238.265,0,0
575302.1517,1472698.265,0,0
575302.1517,1479078.265,0,0
575302.1517,1476178.265,0,0
575302.1517,1477918.265,0,0
575302.1517,1479658.265,0,0
575302.1517,1476758.265,0,0
580522.1517,1524898.265,0,0
580522.1517,1521998.265,0,0
580522.1517,1523738.265,0,0
580522.1517,1525478.265,0,0
580522.1517,1522578.265,0,0
579942.1517,1469798.265,0,0
580522.1517,1521418.265,0,0
580522.1517,1523158.265,0,0
580522.1517,1520258.265,0,0
580522.1517,1517358.265,0,0
580522.1517,1519098.265,0,0
580522.1517,1520838.265,0,0
580522.1517,1517938.265,0,0
580522.1517,1524318.265,0,0
580522.1517,1516778.265,0,0
580522.1517,1518518.265,0,0
580522.1517,1515618.265,0,0
580522.1517,1512718.265,0,0
580522.1517,1514458.265,0,0
580522.1517,1516198.265,0,0
580522.1517,1513298.265,0,0
580522.1517,1519678.265,0,0
580522.1517,1512138.265,0,0
580522.1517,1513878.265,0,0
580522.1517,1501118.265,0,0
580522.1517,1502278.265,0,0
579942.1517,1508078.265,0,0
579942.1517,1507498.265,0,0
580522.1517,1511558.265,0,0
580522.1517,1515038.265,0,0
580522.1517,1501698.265,0,0
580522.1517,1502858.265,0,0
579942.1517,1486038.265,0,0
579942.1517,1486618.265,0,0
579942.1517,1481398.265,0,0
579942.1517,1480818.265,0,0
579942.1517,1500538.265,0,0
579942.1517,1506918.265,0,0
579942.1517,1501698.265,0,0
579942.1517,1501118.265,0,0
579942.1517,1476758.265,0,0
579942.1517,1476178.265,0,0
579942.1517,1480238.265,0,0
579942.1517,1479658.265,0,0
579942.1517,1483718.265,0,0
579942.1517,1484298.265,0,0
579942.1517,1477918.265,0,0
579942.1517,1477338.265,0,0
579942.1517,1472118.265,0,0
579942.1517,1471538.265,0,0
579942.1517,1475598.265,0,0
579942.1517,1475018.265,0,0
579942.1517,1479078.265,0,0
579942.1517,1478498.265,0,0
579942.1517,1473278.265,0,0
579942.1517,1472698.265,0,0
579362.1517,1478498.265,0,0
579362.1517,1484298.265,0,0
579362.1517,1477338.265,0,0
579362.1517,1479078.265,0,0
579942.1517,1474438.265,0,0
579942.1517,1473858.265,0,0
579362.1517,1481978.265,0,0
579362.1517,1483718.265,0,0
578202.1517,1509238.265,0,0
578202.1517,1515038.265,0,0
578202.1517,1500538.265,0,0
578202.1517,1509818.265,0,0
578202.1517,1515618.265,0,0
578202.1517,1512718.265,0,0
578202.1517,1514458.265,0,0
578202.1517,1516198.265,0,0
578202.1517,1483138.265,0,0
578202.1517,1480818.265,0,0
580522.1517,1486038.265,0,0
580522.1517,1485458.265,0,0
578202.1517,1484298.265,0,0
578202.1517,1485458.265,0,0
578202.1517,1486618.265,0,0
578202.1517,1484878.265,0,0
580522.1517,1475598.265,0,0
580522.1517,1475018.265,0,0
580522.1517,1477338.265,0,0
580522.1517,1478498.265,0,0
580522.1517,1486618.265,0,0
580522.1517,1484878.265,0,0
580522.1517,1476758.265,0,0
580522.1517,1476178.265,0,0
580522.1517,1473858.265,0,0
580522.1517,1470958.265,0,0
580522.1517,1472698.265,0,0
580522.1517,1474438.265,0,0
580522.1517,1471538.265,0,0
580522.1517,1477918.265,0,0
580522.1517,1470378.265,0,0
580522.1517,1472118.265,0,0
581102.1517,1528378.265,0,0
581102.1517,1525478.265,0,0
581102.1517,1527218.265,0,0
580522.1517,1469798.265,0,0
581102.1517,1526058.265,0,0
580522.1517,1473278.265,0,0
581102.1517,1524898.265,0,0
581102.1517,1526638.265,0,0
581102.1517,1523738.265,0,0
581102.1517,1520838.265,0,0
581102.1517,1522578.265,0,0
581102.1517,1524318.265,0,0
581102.1517,1521418.265,0,0
581102.1517,1527798.265,0,0
581102.1517,1520258.265,0,0
581102.1517,1521998.265,0,0
581102.1517,1519098.265,0,0
581102.1517,1516198.265,0,0
581102.1517,1517938.265,0,0
581102.1517,1519678.265,0,0
581102.1517,1516778.265,0,0
581102.1517,1523158.265,0,0
581102.1517,1515618.265,0,0
581102.1517,1517358.265,0,0
579942.1517,1470378.265,0,0
580522.1517,1526638.265,0,0
580522.1517,1528378.265,0,0
579942.1517,1470958.265,0,0
580522.1517,1527218.265,0,0
581102.1517,1518518.265,0,0
580522.1517,1526058.265,0,0
580522.1517,1527798.265,0,0
578782.1517,1469798.265,0,0
579362.1517,1528378.265,0,0
578782.1517,1473278.265,0,0
578782.1517,1472698.265,0,0
578782.1517,1476758.265,0,0
578782.1517,1476178.265,0,0
578782.1517,1470958.265,0,0
578782.1517,1470378.265,0,0
579362.1517,1524318.265,0,0
579362.1517,1523738.265,0,0
579362.1517,1527798.265,0,0
579362.1517,1527218.265,0,0
578782.1517,1472118.265,0,0
578782.1517,1471538.265,0,0
579362.1517,1525478.265,0,0
579362.1517,1524898.265,0,0
578202.1517,1475598.265,0,0
578202.1517,1475018.265,0,0
578202.1517,1479078.265,0,0
578202.1517,1478498.265,0,0
579362.1517,1526638.265,0,0
579362.1517,1526058.265,0,0
578202.1517,1476758.265,0,0
578202.1517,1476178.265,0,0
578202.1517,1470958.265,0,0
578202.1517,1470378.265,0,0
578202.1517,1472698.265,0,0
578202.1517,1473858.265,0,0
578202.1517,1477918.265,0,0
578202.1517,1477338.265,0,0
578202.1517,1472118.265,0,0
578202.1517,1471538.265,0,0
578782.1517,1528378.265,0,0
578782.1517,1525478.265,0,0
578782.1517,1527218.265,0,0
578202.1517,1469798.265,0,0
578782.1517,1526058.265,0,0
578202.1517,1473278.265,0,0
578782.1517,1524898.265,0,0
578782.1517,1526638.265,0,0
578782.1517,1523738.265,0,0
578782.1517,1520838.265,0,0
578782.1517,1522578.265,0,0
578782.1517,1524318.265,0,0
578782.1517,1521418.265,0,0
578782.1517,1527798.265,0,0
578782.1517,1520258.265,0,0
578782.1517,1521998.265,0,0
578782.1517,1519098.265,0,0
578782.1517,1516198.265,0,0
578782.1517,1517938.265,0,0
578782.1517,1519678.265,0,0
578782.1517,1516778.265,0,0
578782.1517,1523158.265,0,0
578782.1517,1515618.265,0,0
578782.1517,1517358.265,0,0
578202.1517,1513298.265,0,0
578782.1517,1508078.265,0,0
578202.1517,1512138.265,0,0
578202.1517,1513878.265,0,0
578782.1517,1514458.265,0,0
578782.1517,1518518.265,0,0
578782.1517,1507498.265,0,0
578782.1517,1515038.265,0,0
577042.1517,1519678.265,0,0
577042.1517,1519098.265,0,0
577042.1517,1523158.265,0,0
577042.1517,1522578.265,0,0
577042.1517,1526638.265,0,0
577042.1517,1526058.265,0,0
577042.1517,1520838.265,0,0
577042.1517,1520258.265,0,0
577042.1517,1515038.265,0,0
577042.1517,1514458.265,0,0
577042.1517,1518518.265,0,0
577042.1517,1517938.265,0,0
577042.1517,1521998.265,0,0
577042.1517,1521418.265,0,0
577042.1517,1516198.265,0,0
577042.1517,1515618.265,0,0
577042.1517,1513878.265,0,0
577042.1517,1513298.265,0,0
577042.1517,1512718.265,0,0
577042.1517,1512138.265,0,0
577042.1517,1517358.265,0,0
577042.1517,1516778.265,0,0
577042.1517,1511558.265,0,0
577042.1517,1510978.265,0,0
579362.1517,1523158.265,0,0
579362.1517,1522578.265,0,0
579362.1517,1521998.265,0,0
579362.1517,1521418.265,0,0
579362.1517,1520838.265,0,0
579362.1517,1520258.265,0,0
579362.1517,1519678.265,0,0
579362.1517,1519098.265,0,0
579362.1517,1518518.265,0,0
579362.1517,1517938.265,0,0
579362.1517,1517358.265,0,0
579362.1517,1516778.265,0,0
579362.1517,1516198.265,0,0
579362.1517,1515618.265,0,0
579362.1517,1515038.265,0,0
579362.1517,1514458.265,0,0
579362.1517,1509238.265,0,0
579362.1517,1508658.265,0,0
579362.1517,1508078.265,0,0
579362.1517,1507498.265,0,0
579362.1517,1513298.265,0,0
579362.1517,1509818.265,0,0
579362.1517,1506918.265,0,0
579362.1517,1513878.265,0,0
578782.1517,1486618.265,0,0
578782.1517,1483718.265,0,0
578782.1517,1478498.265,0,0
578782.1517,1479658.265,0,0
578782.1517,1500538.265,0,0
579362.1517,1486618.265,0,0
578782.1517,1483138.265,0,0
578782.1517,1484298.265,0,0
578782.1517,1473858.265,0,0
578782.1517,1475598.265,0,0
578782.1517,1477918.265,0,0
578782.1517,1477338.265,0,0
578782.1517,1481978.265,0,0
578782.1517,1479078.265,0,0
578782.1517,1475018.265,0,0
578782.1517,1481398.265,0,0
550942.1517,1505178.265,0,0
550942.1517,1502278.265,0,0
550942.1517,1504018.265,0,0
550942.1517,1505758.265,0,0
550942.1517,1502858.265,0,0
550942.1517,1509238.265,0,0
550942.1517,1501698.265,0,0
550942.1517,1503438.265,0,0
550942.1517,1499378.265,0,0
550942.1517,1501118.265,0,0
550942.1517,1494158.265,0,0
550942.1517,1499958.265,0,0
550942.1517,1497058.265,0,0
550942.1517,1504598.265,0,0
550942.1517,1500538.265,0,0
550942.1517,1497638.265,0,0
550942.1517,1495318.265,0,0
550942.1517,1494738.265,0,0
550942.1517,1489518.265,0,0
550942.1517,1488938.265,0,0
550942.1517,1492998.265,0,0
550942.1517,1492418.265,0,0
550942.1517,1496478.265,0,0
550942.1517,1495898.265,0,0
550942.1517,1484878.265,0,0
550942.1517,1484298.265,0,0
550942.1517,1483718.265,0,0
550942.1517,1483138.265,0,0
550942.1517,1488358.265,0,0
550942.1517,1487778.265,0,0
550942.1517,1491838.265,0,0
550942.1517,1491258.265,0,0
550362.1517,1495318.265,0,0
550362.1517,1494738.265,0,0
550362.1517,1495898.265,0,0
550362.1517,1497638.265,0,0
550942.1517,1487198.265,0,0
550942.1517,1486618.265,0,0
550942.1517,1486038.265,0,0
550942.1517,1485458.265,0,0
550362.1517,1486038.265,0,0
550362.1517,1485458.265,0,0
550362.1517,1484878.265,0,0
550362.1517,1484298.265,0,0
550362.1517,1490098.265,0,0
550362.1517,1496478.265,0,0
550362.1517,1489518.265,0,0
550362.1517,1490678.265,0,0
550362.1517,1481398.265,0,0
550362.1517,1480818.265,0,0
550362.1517,1480238.265,0,0
550362.1517,1479658.265,0,0
550362.1517,1488358.265,0,0
550362.1517,1487778.265,0,0
550362.1517,1487198.265,0,0
550362.1517,1486618.265,0,0
550362.1517,1476758.265,0,0
550362.1517,1476178.265,0,0
550362.1517,1475598.265,0,0
550362.1517,1475018.265,0,0
550362.1517,1483718.265,0,0
550362.1517,1483138.265,0,0
550362.1517,1482558.265,0,0
550362.1517,1481978.265,0,0
551522.1517,1527218.265,0,0
551522.1517,1524318.265,0,0
551522.1517,1526058.265,0,0
551522.1517,1527798.265,0,0
551522.1517,1524898.265,0,0
550942.1517,1472118.265,0,0
551522.1517,1523738.265,0,0
551522.1517,1525478.265,0,0
551522.1517,1522578.265,0,0
551522.1517,1519678.265,0,0
551522.1517,1521418.265,0,0
551522.1517,1523158.265,0,0
551522.1517,1520258.265,0,0
551522.1517,1526638.265,0,0
551522.1517,1519098.265,0,0
551522.1517,1520838.265,0,0
551522.1517,1517938.265,0,0
551522.1517,1515038.265,0,0
551522.1517,1516778.265,0,0
551522.1517,1518518.265,0,0
551522.1517,1515618.265,0,0
551522.1517,1521998.265,0,0
551522.1517,1514458.265,0,0
551522.1517,1516198.265,0,0
551522.1517,1513298.265,0,0
551522.1517,1510398.265,0,0
551522.1517,1512138.265,0,0
551522.1517,1513878.265,0,0
551522.1517,1510978.265,0,0
551522.1517,1517358.265,0,0
551522.1517,1509818.265,0,0
551522.1517,1511558.265,0,0
551522.1517,1508658.265,0,0
551522.1517,1505758.265,0,0
551522.1517,1507498.265,0,0
551522.1517,1509238.265,0,0
551522.1517,1506338.265,0,0
551522.1517,1512718.265,0,0
551522.1517,1505178.265,0,0
551522.1517,1506918.265,0,0
550942.1517,1519098.265,0,0
550942.1517,1516198.265,0,0
550942.1517,1517938.265,0,0
550942.1517,1519678.265,0,0
550942.1517,1516778.265,0,0
551522.1517,1508078.265,0,0
550942.1517,1515618.265,0,0
550942.1517,1517358.265,0,0
550942.1517,1514458.265,0,0
550942.1517,1511558.265,0,0
550942.1517,1513298.265,0,0
550942.1517,1515038.265,0,0
550942.1517,1512138.265,0,0
550942.1517,1518518.265,0,0
550942.1517,1510978.265,0,0
550942.1517,1512718.265,0,0
550942.1517,1509818.265,0,0
550942.1517,1506918.265,0,0
550942.1517,1508658.265,0,0
550942.1517,1510398.265,0,0
550942.1517,1507498.265,0,0
550942.1517,1513878.265,0,0
550942.1517,1506338.265,0,0
550942.1517,1508078.265,0,0
551522.1517,1487198.265,0,0
551522.1517,1486618.265,0,0
551522.1517,1488938.265,0,0
551522.1517,1490098.265,0,0
551522.1517,1494158.265,0,0
551522.1517,1493578.265,0,0
551522.1517,1488358.265,0,0
551522.1517,1487778.265,0,0
551522.1517,1485458.265,0,0
551522.1517,1482558.265,0,0
551522.1517,1484298.265,0,0
551522.1517,1486038.265,0,0
551522.1517,1483138.265,0,0
551522.1517,1489518.265,0,0
551522.1517,1481978.265,0,0
551522.1517,1483718.265,0,0
551522.1517,1480818.265,0,0
551522.1517,1477918.265,0,0
551522.1517,1479658.265,0,0
551522.1517,1481398.265,0,0
551522.1517,1478498.265,0,0
551522.1517,1484878.265,0,0
551522.1517,1477338.265,0,0
551522.1517,1479078.265,0,0
551522.1517,1476178.265,0,0
551522.1517,1473278.265,0,0
551522.1517,1475018.265,0,0
551522.1517,1476758.265,0,0
551522.1517,1473858.265,0,0
551522.1517,1480238.265,0,0
551522.1517,1472698.265,0,0
551522.1517,1474438.265,0,0
551522.1517,1471538.265,0,0
552102.1517,1527798.265,0,0
551522.1517,1470378.265,0,0
551522.1517,1472118.265,0,0
552102.1517,1528378.265,0,0
551522.1517,1475598.265,0,0
552102.1517,1527218.265,0,0
551522.1517,1469798.265,0,0
550942.1517,1481978.265,0,0
550942.1517,1479078.265,0,0
550942.1517,1480818.265,0,0
550942.1517,1482558.265,0,0
550942.1517,1479658.265,0,0
551522.1517,1470958.265,0,0
550942.1517,1478498.265,0,0
550942.1517,1480238.265,0,0
550942.1517,1477338.265,0,0
550942.1517,1474438.265,0,0
550942.1517,1476178.265,0,0
550942.1517,1477918.265,0,0
550942.1517,1475018.265,0,0
550942.1517,1481398.265,0,0
550942.1517,1473858.265,0,0
550942.1517,1475598.265,0,0
550942.1517,1472698.265,0,0
550942.1517,1469798.265,0,0
550942.1517,1471538.265,0,0
550942.1517,1473278.265,0,0
550942.1517,1470378.265,0,0
550942.1517,1476758.265,0,0
551522.1517,1528378.265,0,0
550942.1517,1470958.265,0,0
549202.1517,1515618.265,0,0
549202.1517,1521998.265,0,0
549202.1517,1514458.265,0,0
549202.1517,1516198.265,0,0
549202.1517,1522578.265,0,0
549202.1517,1519678.265,0,0
549202.1517,1521418.265,0,0
549202.1517,1523158.265,0,0
549202.1517,1510978.265,0,0
549202.1517,1517358.265,0,0
549202.1517,1509818.265,0,0
549202.1517,1511558.265,0,0
549202.1517,1517938.265,0,0
549202.1517,1515038.265,0,0
549202.1517,1516778.265,0,0
549202.1517,1518518.265,0,0
549202.1517,1506338.265,0,0
549202.1517,1512718.265,0,0
549202.1517,1505178.265,0,0
549202.1517,1506918.265,0,0
549202.1517,1513298.265,0,0
549202.1517,1510398.265,0,0
549202.1517,1512138.265,0,0
549202.1517,1513878.265,0,0
549202.1517,1501698.265,0,0
549202.1517,1508078.265,0,0
549202.1517,1500538.265,0,0
549202.1517,1502278.265,0,0
549202.1517,1508658.265,0,0
549202.1517,1505758.265,0,0
549202.1517,1507498.265,0,0
549202.1517,1509238.265,0,0
549202.1517,1497058.265,0,0
549202.1517,1503438.265,0,0
549202.1517,1499378.265,0,0
549202.1517,1497638.265,0,0
549202.1517,1504018.265,0,0
549202.1517,1501118.265,0,0
549202.1517,1502858.265,0,0
549202.1517,1504598.265,0,0
551522.1517,1501698.265,0,0
549202.1517,1491838.265,0,0
551522.1517,1500538.265,0,0
551522.1517,1502278.265,0,0
549202.1517,1498218.265,0,0
549202.1517,1499958.265,0,0
549202.1517,1492418.265,0,0
549202.1517,1498798.265,0,0
551522.1517,1495898.265,0,0
551522.1517,1503438.265,0,0
551522.1517,1499958.265,0,0
551522.1517,1499378.265,0,0
551522.1517,1504018.265,0,0
551522.1517,1501118.265,0,0
551522.1517,1502858.265,0,0
551522.1517,1504598.265,0,0
551522.1517,1491838.265,0,0
551522.1517,1491258.265,0,0
551522.1517,1495318.265,0,0
551522.1517,1494738.265,0,0
551522.1517,1498798.265,0,0
551522.1517,1498218.265,0,0
551522.1517,1492998.265,0,0
551522.1517,1492418.265,0,0
586902.1517,1498218.265,0,0
586902.1517,1495318.265,0,0
586902.1517,1497058.265,0,0
586902.1517,1498798.265,0,0
586902.1517,1499958.265,0,0
586902.1517,1499378.265,0,0
586902.1517,1494738.265,0,0
586902.1517,1503438.265,0,0
586902.1517,1493578.265,0,0
586902.1517,1490678.265,0,0
586902.1517,1492418.265,0,0
586902.1517,1494158.265,0,0
586902.1517,1491258.265,0,0
586902.1517,1497638.265,0,0
586902.1517,1490098.265,0,0
586902.1517,1491838.265,0,0
